Name,Title,Title_count,Title_mean
"Baumann, Mr. John D",Mr,0,0
"Ling, Mr. Lee",Mr,0,0
"Van der hoef, Mr. Wyckoff",Mr,0,0
"Rice, Master. Arthur",Mr,0,0
"Johnson, Miss. Eleanor Ileen",Mr,0,0
"Sivola, Mr. Antti Wilhelm",Mr,0,0
"Smith, Mr. James Clinch",Mr,0,0
"Klasen, Mr. Klas Albin",Mr,0,0
"Lefebre, Master. Henry Forbes",Mr,0,0
"Isham, Miss. Ann Elizabeth",Mr,0,0
"Hale, Mr. Reginald",Mr,0,0
"Leonard, Mr. Lionel",Mr,0,0
"Sage, Miss. Constance Gladys",Mr,0,0
"Pernot, Mr. Rene",Mr,0,0
"Asplund, Master. Clarence Gustaf Hugo",Mr,0,0
"Becker, Master. Richard F",Mr,0,0
"Kink-Heilmann, Miss. Luise Gretchen",Mr,0,0
"Rood, Mr. Hugh Roscoe",Mr,0,0
"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",Mr,0,0
"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",Mr,0,0
"Bourke, Mr. John",Mr,0,0
"Turcin, Mr. Stjepan",Mr,0,0
"Pinsky, Mrs. (Rosa)",Mr,0,0
"Carbines, Mr. William",Mr,0,0
"Andersen-Jensen, Miss. Carla Christine Nielsine",Mr,0,0
"Navratil, Master. Michel M",Mr,0,0
"Brown, Mrs. James Joseph (Margaret Tobin)",Mr,0,0
"Lurette, Miss. Elise",Mr,0,0
"Mernagh, Mr. Robert",Mr,0,0
"Olsen, Mr. Karl Siegwart Andreas",Mr,0,0
"Madigan, Miss. Margaret ""Maggie""",Mr,0,0
"Yrois, Miss. Henriette (""Mrs Harbeck"")",Mr,0,0
"Vande Walle, Mr. Nestor Cyriel",Mr,0,0
"Sage, Mr. Frederick",Mr,0,0
"Johanson, Mr. Jakob Alfred",Mr,0,0
"Youseff, Mr. Gerious",Mr,0,0
"Cohen, Mr. Gurshon ""Gus""",Mr,0,0
"Strom, Miss. Telma Matilda",Mr,0,0
"Backstrom, Mr. Karl Alfred",Mr,0,0
"Albimona, Mr. Nassef Cassem",Mr,0,0
"Carr, Miss. Helen ""Ellen""",Mr,0,0
"Blank, Mr. Henry",Mr,0,0
"Ali, Mr. Ahmed",Mr,0,0
"Cameron, Miss. Clear Annie",Mr,0,0
"Perkin, Mr. John Henry",Mr,0,0
"Givard, Mr. Hans Kristensen",Mr,0,0
"Kiernan, Mr. Philip",Mr,0,0
"Newell, Miss. Madeleine",Mr,0,0
"Honkanen, Miss. Eliina",Mr,0,0
"Jacobsohn, Mr. Sidney Samuel",Mr,0,0
"Bazzani, Miss. Albina",Mr,0,0
"Harris, Mr. Walter",Mr,0,0
"Sunderland, Mr. Victor Francis",Mr,0,0
"Bracken, Mr. James H",Mr,0,0
"Green, Mr. George Henry",Mr,0,0
"Nenkoff, Mr. Christo",Mr,0,0
"Hoyt, Mr. Frederick Maxfield",Mr,0,0
"Berglund, Mr. Karl Ivar Sven",Mr,0,0
"Mellors, Mr. William John",Mr,0,0
"Lovell, Mr. John Hall (""Henry"")",Mr,0,0
"Fahlstrom, Mr. Arne Jonas",Mr,0,0
"Lefebre, Miss. Mathilde",Mr,0,0
"Harris, Mrs. Henry Birkhardt (Irene Wallach)",Mr,0,0
"Larsson, Mr. Bengt Edvin",Mr,0,0
"Sjostedt, Mr. Ernst Adolf",Mr,0,0
"Asplund, Miss. Lillian Gertrud",Mr,0,0
"Leyson, Mr. Robert William Norman",Mr,0,0
"Harknett, Miss. Alice Phoebe",Mr,0,0
"Hold, Mr. Stephen",Mr,0,0
"Collyer, Miss. Marjorie ""Lottie""",Mr,0,0
"Pengelly, Mr. Frederick William",Mr,0,0
"Hunt, Mr. George Henry",Mr,0,0
"Zabour, Miss. Thamine",Mr,0,0
"Murphy, Miss. Katherine ""Kate""",Mr,0,0
"Coleridge, Mr. Reginald Charles",Mr,0,0
"Maenpaa, Mr. Matti Alexanteri",Mr,0,0
"Attalah, Mr. Sleiman",Mr,0,0
"Minahan, Dr. William Edward",Mr,0,0
"Lindahl, Miss. Agda Thorilda Viktoria",Mr,0,0
"Hamalainen, Mrs. William (Anna)",Mr,0,0
"Beckwith, Mr. Richard Leonard",Mr,0,0
"Carter, Rev. Ernest Courtenay",Mr,0,0
"Reed, Mr. James George",Mr,0,0
"Strom, Mrs. Wilhelm (Elna Matilda Persson)",Mr,0,0
"Stead, Mr. William Thomas",Mr,0,0
"Lobb, Mr. William Arthur",Mr,0,0
"Rosblom, Mrs. Viktor (Helena Wilhelmina)",Mr,0,0
"Touma, Mrs. Darwis (Hanne Youssef Razi)",Mr,0,0
"Thorne, Mrs. Gertrude Maybelle",Mr,0,0
"Cherry, Miss. Gladys",Mr,0,0
"Ward, Miss. Anna",Mr,0,0
"Parrish, Mrs. (Lutie Davis)",Mr,0,0
"Smith, Mr. Thomas",Mr,0,0
"Asplund, Master. Edvin Rojj Felix",Mr,0,0
"Taussig, Mr. Emil",Mr,0,0
"Harrison, Mr. William",Mr,0,0
"Henry, Miss. Delia",Mr,0,0
"Reeves, Mr. David",Mr,0,0
"Panula, Mr. Ernesti Arvid",Mr,0,0
"Persson, Mr. Ernst Ulrik",Mr,0,0
"Graham, Mrs. William Thompson (Edith Junkins)",Mr,0,0
"Bissette, Miss. Amelia",Mr,0,0
"Cairns, Mr. Alexander",Mr,0,0
"Tornquist, Mr. William Henry",Mr,0,0
"Mellinger, Mrs. (Elizabeth Anne Maidment)",Mr,0,0
"Natsch, Mr. Charles H",Mr,0,0
"Healy, Miss. Hanora ""Nora""",Mr,0,0
"Andrews, Miss. Kornelia Theodosia",Mr,0,0
"Lindblom, Miss. Augusta Charlotta",Mr,0,0
"Parkes, Mr. Francis ""Frank""",Mr,0,0
"Rice, Master. Eric",Mr,0,0
"Abbott, Mrs. Stanton (Rosa Hunt)",Mr,0,0
"Duane, Mr. Frank",Mr,0,0
"Olsson, Mr. Nils Johan Goransson",Mr,0,0
"de Pelsmaeker, Mr. Alfons",Mr,0,0
"Dorking, Mr. Edward Arthur",Mr,0,0
"Smith, Mr. Richard William",Mr,0,0
"Stankovic, Mr. Ivan",Mr,0,0
"de Mulder, Mr. Theodore",Mr,0,0
"Naidenoff, Mr. Penko",Mr,0,0
"Hosono, Mr. Masabumi",Mr,0,0
"Connolly, Miss. Kate",Mr,0,0
"Barber, Miss. Ellen ""Nellie""",Mr,0,0
"Bishop, Mrs. Dickinson H (Helen Walton)",Mr,0,0
"Levy, Mr. Rene Jacques",Mr,0,0
"Haas, Miss. Aloisia",Mr,0,0
"Mineff, Mr. Ivan",Mr,0,0
"Lewy, Mr. Ervin G",Mr,0,0
"Hanna, Mr. Mansour",Mr,0,0
"Allison, Miss. Helen Loraine",Mr,0,0
"Saalfeld, Mr. Adolphe",Mr,0,0
"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",Mr,0,0
"Kelly, Miss. Anna Katherine ""Annie Kate""",Mr,0,0
"McCoy, Mr. Bernard",Mr,0,0
"Johnson, Mr. William Cahoone Jr",Mr,0,0
"Keane, Miss. Nora A",Mr,0,0
"Williams, Mr. Howard Hugh ""Harry""",Mr,0,0
"Allison, Master. Hudson Trevor",Mr,0,0
"Fleming, Miss. Margaret",Mr,0,0
"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",Mr,0,0
"Abelson, Mr. Samuel",Mr,0,0
"Francatelli, Miss. Laura Mabel",Mr,0,0
"Hays, Miss. Margaret Bechstein",Mr,0,0
"Ryerson, Miss. Emily Borie",Mr,0,0
"Lahtinen, Mrs. William (Anna Sylfven)",Mr,0,0
"Hendekovic, Mr. Ignjac",Mr,0,0
"Hart, Mr. Benjamin",Mr,0,0
"Nilsson, Miss. Helmina Josefina",Mr,0,0
"Kantor, Mrs. Sinai (Miriam Sternin)",Mr,0,0
"Moraweck, Dr. Ernest",Mr,0,0
"Wick, Miss. Mary Natalie",Mr,0,0
"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",Mr,0,0
"Dennis, Mr. Samuel",Mr,0,0
"Danoff, Mr. Yoto",Mr,0,0
"Slayter, Miss. Hilda Mary",Mr,0,0
"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",Mr,0,0
"Sage, Mr. George John Jr",Mr,0,0
"Young, Miss. Marie Grice",Mr,0,0
"Nysveen, Mr. Johan Hansen",Mr,0,0
"Ball, Mrs. (Ada E Hall)",Mr,0,0
"Goldsmith, Mrs. Frank John (Emily Alice Brown)",Mr,0,0
"Hippach, Miss. Jean Gertrude",Mr,0,0
"McCoy, Miss. Agnes",Mr,0,0
"Partner, Mr. Austen",Mr,0,0
"Graham, Mr. George Edward",Mr,0,0
"Vander Planke, Mr. Leo Edmondus",Mr,0,0
"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",Mr,0,0
"Denkoff, Mr. Mitto",Mr,0,0
"Pears, Mr. Thomas Clinton",Mr,0,0
"Burns, Miss. Elizabeth Margaret",Mr,0,0
"Dahl, Mr. Karl Edwart",Mr,0,0
"Blackwell, Mr. Stephen Weart",Mr,0,0
"Navratil, Master. Edmond Roger",Mr,0,0
"Fortune, Miss. Alice Elizabeth",Mr,0,0
"Collander, Mr. Erik Gustaf",Mr,0,0
"Sedgwick, Mr. Charles Frederick Waddington",Mr,0,0
"Fox, Mr. Stanley Hubert",Mr,0,0
"Brown, Miss. Amelia ""Mildred""",Mr,0,0
"Smith, Miss. Marion Elsie",Mr,0,0
"Davison, Mrs. Thomas Henry (Mary E Finck)",Mr,0,0
"Coutts, Master. William Loch ""William""",Mr,0,0
"Dimic, Mr. Jovan",Mr,0,0
"Odahl, Mr. Nils Martin",Mr,0,0
"Williams-Lambert, Mr. Fletcher Fellows",Mr,0,0
"Elias, Mr. Tannous",Mr,0,0
"Arnold-Franchi, Mr. Josef",Mr,0,0
"Yousif, Mr. Wazli",Mr,0,0
"Vanden Steen, Mr. Leo Peter",Mr,0,0
"Bowerman, Miss. Elsie Edith",Mr,0,0
"Funk, Miss. Annie Clemmer",Mr,0,0
"McGovern, Miss. Mary",Mr,0,0
"Mockler, Miss. Helen Mary ""Ellie""",Mr,0,0
"Skoog, Mr. Wilhelm",Mr,0,0
"del Carlo, Mr. Sebastiano",Mr,0,0
"Barbara, Mrs. (Catherine David)",Mr,0,0
"Asim, Mr. Adola",Mr,0,0
"O'Brien, Mr. Thomas",Mr,0,0
"Adahl, Mr. Mauritz Nils Martin",Mr,0,0
"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",Mr,0,0
"Moussa, Mrs. (Mantoura Boulos)",Mr,0,0
"Jermyn, Miss. Annie",Mr,0,0
"Aubart, Mme. Leontine Pauline",Mr,0,0
"Harder, Mr. George Achilles",Mr,0,0
"Wiklund, Mr. Jakob Alfred",Mr,0,0
"Beavan, Mr. William Thomas",Mr,0,0
"Ringhini, Mr. Sante",Mr,0,0
"Palsson, Miss. Stina Viola",Mr,0,0
"Meyer, Mrs. Edgar Joseph (Leila Saks)",Mr,0,0
"Landergren, Miss. Aurora Adelia",Mr,0,0
"Widener, Mr. Harry Elkins",Mr,0,0
"Betros, Mr. Tannous",Mr,0,0
"Gustafsson, Mr. Karl Gideon",Mr,0,0
"Bidois, Miss. Rosalie",Mr,0,0
"Nakid, Miss. Maria (""Mary"")",Mr,0,0
"Tikkanen, Mr. Juho",Mr,0,0
"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",Mr,0,0
"Plotcharsky, Mr. Vasil",Mr,0,0
"Davies, Mr. Charles Henry",Mr,0,0
"Goodwin, Master. Sidney Leonard",Mr,0,0
"Buss, Miss. Kate",Mr,0,0
"Sadlier, Mr. Matthew",Mr,0,0
"Lehmann, Miss. Bertha",Mr,0,0
"Carter, Mr. William Ernest",Mr,0,0
"Jansson, Mr. Carl Olof",Mr,0,0
"Gustafsson, Mr. Johan Birger",Mr,0,0
"Newell, Miss. Marjorie",Mr,0,0
"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",Mr,0,0
"Johansson, Mr. Erik",Mr,0,0
"Olsson, Miss. Elina",Mr,0,0
"McKane, Mr. Peter David",Mr,0,0
"Pain, Dr. Alfred",Mr,0,0
"Trout, Mrs. William H (Jessie L)",Mr,0,0
"Niskanen, Mr. Juha",Mr,0,0
"Adams, Mr. John",Mr,0,0
"Jussila, Miss. Mari Aina",Mr,0,0
"Hakkarainen, Mr. Pekka Pietari",Mr,0,0
"Oreskovic, Miss. Marija",Mr,0,0
"Gale, Mr. Shadrach",Mr,0,0
"Widegren, Mr. Carl/Charles Peter",Mr,0,0
"Richards, Master. William Rowe",Mr,0,0
"Birkeland, Mr. Hans Martin Monsen",Mr,0,0
"Lefebre, Miss. Ida",Mr,0,0
"Sdycoff, Mr. Todor",Mr,0,0
"Hart, Mr. Henry",Mr,0,0
"Minahan, Miss. Daisy E",Mr,0,0
"Cunningham, Mr. Alfred Fleming",Mr,0,0
"Sundman, Mr. Johan Julian",Mr,0,0
"Meek, Mrs. Thomas (Annie Louise Rowley)",Mr,0,0
"Drew, Mrs. James Vivian (Lulu Thorne Christian)",Mr,0,0
"Silven, Miss. Lyyli Karoliina",Mr,0,0
"Matthews, Mr. William John",Mr,0,0
"Van Impe, Miss. Catharina",Mr,0,0
"Gheorgheff, Mr. Stanio",Mr,0,0
"Charters, Mr. David",Mr,0,0
"Zimmerman, Mr. Leo",Mr,0,0
"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",Mr,0,0
"Rosblom, Mr. Viktor Richard",Mr,0,0
"Wiseman, Mr. Phillippe",Mr,0,0
"Clarke, Mrs. Charles V (Ada Maria Winfield)",Mr,0,0
"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",Mr,0,0
"Flynn, Mr. James",Mr,0,0
"Pickard, Mr. Berk (Berk Trembisky)",Mr,0,0
"Bjornstrom-Steffansson, Mr. Mauritz Hakan",Mr,0,0
"Thorneycroft, Mrs. Percival (Florence Kate White)",Mr,0,0
"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",Mr,0,0
"Kallio, Mr. Nikolai Erland",Mr,0,0
"Silvey, Mr. William Baird",Mr,0,0
"Carter, Miss. Lucile Polk",Mr,0,0
"Ford, Miss. Doolina Margaret ""Daisy""",Mr,0,0
"Richards, Mrs. Sidney (Emily Hocking)",Mr,0,0
"Fortune, Mr. Mark",Mr,0,0
"Kvillner, Mr. Johan Henrik Johannesson",Mr,0,0
"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",Mr,0,0
"Hampe, Mr. Leon",Mr,0,0
"Petterson, Mr. Johan Emil",Mr,0,0
"Reynaldo, Ms. Encarnacion",Mr,0,0
"Johannesen-Bratthammer, Mr. Bernt",Mr,0,0
"Dodge, Master. Washington",Mr,0,0
"Mellinger, Miss. Madeleine Violet",Mr,0,0
"Seward, Mr. Frederic Kimber",Mr,0,0
"Baclini, Miss. Marie Catherine",Mr,0,0
"Peuchen, Major. Arthur Godfrey",Mr,0,0
"West, Mr. Edwy Arthur",Mr,0,0
"Hagland, Mr. Ingvald Olai Olsen",Mr,0,0
"Foreman, Mr. Benjamin Laventall",Mr,0,0
"Goldenberg, Mr. Samuel L",Mr,0,0
"Peduzzi, Mr. Joseph",Mr,0,0
"Jalsevac, Mr. Ivan",Mr,0,0
"Millet, Mr. Francis Davis",Mr,0,0
"Kenyon, Mrs. Frederick R (Marion)",Mr,0,0
"Toomey, Miss. Ellen",Mr,0,0
"O'Connor, Mr. Maurice",Mr,0,0
"Anderson, Mr. Harry",Mr,0,0
"Morley, Mr. William",Mr,0,0
"Gee, Mr. Arthur H",Mr,0,0
"Milling, Mr. Jacob Christian",Mr,0,0
"Maisner, Mr. Simon",Mr,0,0
"Goncalves, Mr. Manuel Estanslas",Mr,0,0
"Campbell, Mr. William",Mr,0,0
"Smart, Mr. John Montgomery",Mr,0,0
"Scanlan, Mr. James",Mr,0,0
"Baclini, Miss. Helene Barbara",Mr,0,0
"Keefe, Mr. Arthur",Mr,0,0
"Cacic, Mr. Luka",Mr,0,0
"West, Mrs. Edwy Arthur (Ada Mary Worth)",Mr,0,0
"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",Mr,0,0
"Strandberg, Miss. Ida Sofia",Mr,0,0
"Clifford, Mr. George Quincy",Mr,0,0
"Renouf, Mr. Peter Henry",Mr,0,0
"Braund, Mr. Lewis Richard",Mr,0,0
"Karlsson, Mr. Nils August",Mr,0,0
"Hirvonen, Miss. Hildur E",Mr,0,0
"Goodwin, Master. Harold Victor",Mr,0,0
"Frost, Mr. Anthony Wood ""Archie""",Mr,0,0
"Rouse, Mr. Richard Henry",Mr,0,0
"Turkula, Mrs. (Hedwig)",Mr,0,0
"Bishop, Mr. Dickinson H",Mr,0,0
"Lefebre, Miss. Jeannie",Mr,0,0
"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",Mr,0,0
"Kent, Mr. Edward Austin",Mr,0,0
"Somerton, Mr. Francis William",Mr,0,0
"Coutts, Master. Eden Leslie ""Neville""",Mr,0,0
"Hagland, Mr. Konrad Mathias Reiersen",Mr,0,0
"Windelov, Mr. Einar",Mr,0,0
"Molson, Mr. Harry Markland",Mr,0,0
"Artagaveytia, Mr. Ramon",Mr,0,0
"Stanley, Mr. Edward Roland",Mr,0,0
"Yousseff, Mr. Gerious",Mr,0,0
"Eustis, Miss. Elizabeth Mussey",Mr,0,0
"Shellard, Mr. Frederick William",Mr,0,0
"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",Mr,0,0
"Svensson, Mr. Olof",Mr,0,0
"Calic, Mr. Petar",Mr,0,0
"Canavan, Miss. Mary",Mr,0,0
"O'Sullivan, Miss. Bridget Mary",Mr,0,0
"Laitinen, Miss. Kristina Sofia",Mr,0,0
"Maioni, Miss. Roberta",Mr,0,0
"Penasco y Castellana, Mr. Victor de Satode",Mr,0,0
"Quick, Mrs. Frederick Charles (Jane Richards)",Mr,0,0
"Bradley, Mr. George (""George Arthur Brayton"")",Mr,0,0
"Olsen, Mr. Henry Margido",Mr,0,0
"Lang, Mr. Fang",Mr,0,0
"Daly, Mr. Eugene Patrick",Mr,0,0
"Webber, Mr. James",Mr,0,0
"McGough, Mr. James Robert",Mr,0,0
"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",Mr,0,0
"Coleff, Mr. Satio",Mr,0,0
"Walker, Mr. William Anderson",Mr,0,0
"Lemore, Mrs. (Amelia Milley)",Mr,0,0
"Ryan, Mr. Patrick",Mr,0,0
"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",Mr,0,0
"Pavlovic, Mr. Stefo",Mr,0,0
